ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,title,species,species_notes_if_,percent_cover_,photo_if_needed,cover_notes
d0a2745c-b269-4c71-b5d8-c8b8df4ddf25,fa4bba87-a54d-4b40-a48e-21ba3744302d,2023-05-26T12:06:31.000Z,2023-05-26T12:15:55.000Z,PONU_(POLYTAENIA NUTTALLII),PONU_(POLYTAENIA NUTTALLII),,2,,
d0a2745c-b269-4c71-b5d8-c8b8df4ddf25,eb124d06-f527-48fd-a246-58ff5a8d4552,2023-05-26T12:06:13.000Z,2023-05-26T12:15:53.000Z,MOCI_(MONARDA CITRIODORA),MOCI_(MONARDA CITRIODORA),,1,,
d0a2745c-b269-4c71-b5d8-c8b8df4ddf25,4687c2db-4709-4be5-9139-2740b72dfe57,2023-05-26T12:05:55.000Z,2023-05-26T12:15:52.000Z,GAPU_(GAILLARDIA PULCHELLA),GAPU_(GAILLARDIA PULCHELLA),,8,,
d0a2745c-b269-4c71-b5d8-c8b8df4ddf25,36b7e039-3463-4d2b-a771-59649bdddf95,2023-05-26T12:05:30.000Z,2023-05-26T12:15:51.000Z,TOAR_(TORILIS ARVENSIS),TOAR_(TORILIS ARVENSIS),,2,,
d0a2745c-b269-4c71-b5d8-c8b8df4ddf25,0230f7ea-dae6-469e-af8e-6f350b796c0b,2023-05-26T12:05:00.000Z,2023-05-26T12:15:50.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,7,,
d0a2745c-b269-4c71-b5d8-c8b8df4ddf25,19c1c981-99bd-4236-8712-c0c13a1781dd,2023-05-26T12:04:38.000Z,2023-05-26T12:15:49.000Z,SOHA_(SORGHUM HALEPENSE),SOHA_(SORGHUM HALEPENSE),,6,,
d0a2745c-b269-4c71-b5d8-c8b8df4ddf25,09cdc7a9-b8ab-4060-a07c-ff6ee237c542,2023-05-26T12:04:05.000Z,2023-05-26T12:15:47.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,5,,
d0a2745c-b269-4c71-b5d8-c8b8df4ddf25,25e83ebc-50bf-4669-bb11-95911631bfea,2023-05-26T12:03:19.000Z,2023-05-26T12:15:46.000Z,SCSC_(SCHIZACHYRIUM SCOPARIUM),SCSC_(SCHIZACHYRIUM SCOPARIUM),,40,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,2600ba8a-7e19-438b-afc4-e35d1f2102ef,2023-05-25T17:37:51.000Z,2023-05-25T17:39:07.000Z,2PLANT_(family),2PLANT_(family),,0.5,,Asterscae
f44699e4-cdaf-45c7-9109-e693539d4ab0,a0c9ca88-74d5-468a-8998-4e2c8b54ecfa,2023-05-25T17:37:05.000Z,2023-05-25T17:39:06.000Z,CIEN_(CIRSIUM ENGELMANNII),CIEN_(CIRSIUM ENGELMANNII),,1,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,25afda02-af1f-4ee6-905a-d6fa44a386ba,2023-05-25T17:36:47.000Z,2023-05-25T17:39:05.000Z,SCSC_(SCHIZACHYRIUM SCOPARIUM),SCSC_(SCHIZACHYRIUM SCOPARIUM),,0.5,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,d9432819-7f10-43f1-94e9-2379069c4929,2023-05-25T17:36:15.000Z,2023-05-25T17:39:03.000Z,GAPU_(GAILLARDIA PULCHELLA),GAPU_(GAILLARDIA PULCHELLA),,3,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,de826331-16b3-47f3-acdc-70aa1b171e13,2023-05-25T17:35:58.000Z,2023-05-25T17:39:02.000Z,MOCI_(MONARDA CITRIODORA),MOCI_(MONARDA CITRIODORA),,2,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,abbc54d5-1e1a-4be5-bc59-c2e72e090401,2023-05-25T17:35:00.000Z,2023-05-25T17:39:01.000Z,BRJA_(BROMUS JAPONICUS),BRJA_(BROMUS JAPONICUS),,3,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,e07e5751-35cd-4f39-82c9-68b05255fe35,2023-05-25T17:34:42.000Z,2023-05-25T17:39:00.000Z,MIPL_(MIMOSA QUADRIVALVIS var. PLATYCARPA),MIPL_(MIMOSA QUADRIVALVIS var. PLATYCARPA),,5,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,42cf5e0e-7435-48db-8542-379808c7b24b,2023-05-25T17:34:21.000Z,2023-05-25T17:38:59.000Z,PHMO_(PHYSALIS MOLLIS),PHMO_(PHYSALIS MOLLIS),,1,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,89334663-9c9e-4d73-8a62-153ef51dbd7d,2023-05-25T17:34:06.000Z,2023-05-25T17:38:58.000Z,ERTE_(ERODIUM TEXANUM),ERTE_(ERODIUM TEXANUM),,1,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,c04e8c3b-00fc-4884-9062-450782d7890f,2023-05-25T17:33:25.000Z,2023-05-25T17:38:57.000Z,GATE_(GALIUM TEXENSE),GATE_(GALIUM TEXENSE),,5,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,4086d4ff-ef31-4708-b88d-ac4d5eae0e7a,2023-05-25T17:33:06.000Z,2023-05-25T17:40:29.000Z,2PLANT_(unknown),2PLANT_(unknown),,1,,Pape
f44699e4-cdaf-45c7-9109-e693539d4ab0,88afc9cb-3498-4a17-b037-c47c259be639,2023-05-25T17:31:45.000Z,2023-05-25T17:38:54.000Z,SOHA_(SORGHUM HALEPENSE),SOHA_(SORGHUM HALEPENSE),,3,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,f1b6a717-3cc5-43ef-8516-96c7aba24211,2023-05-25T17:30:57.000Z,2023-05-25T17:38:53.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,5,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,e96fa5e8-8ce9-4a78-b956-cdff765e24ab,2023-05-25T17:30:39.000Z,2023-05-25T17:38:52.000Z,TOAR_(TORILIS ARVENSIS),TOAR_(TORILIS ARVENSIS),,25,,
f44699e4-cdaf-45c7-9109-e693539d4ab0,b7bf6ed6-1e71-4a26-9f7e-bb3fa819b8bf,2023-05-25T17:30:04.000Z,2023-05-25T17:38:51.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,90,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,c27ca4e0-bbc6-42b2-8060-43e36fccb7c0,2023-05-25T15:01:06.523Z,2023-05-25T15:40:56.000Z,TOAR_(TORILIS ARVENSIS),TOAR_(TORILIS ARVENSIS),,4,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,dcfb6112-058f-4b30-b777-f61ecb5e8dd2,2023-05-25T15:00:24.918Z,2023-05-25T15:40:54.000Z,TRPE_(TRIODANIS PERFOLIATA),TRPE_(TRIODANIS PERFOLIATA),,0.5,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,d626a85f-32ec-48e6-bae2-58362952f707,2023-05-25T14:59:44.729Z,2023-05-25T15:40:53.000Z,SYER_(SYMPHYOTRICHUM ERICOIDES),SYER_(SYMPHYOTRICHUM ERICOIDES),,1,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,65562c49-edfb-4aff-ae90-13af11927f3c,2023-05-25T14:59:17.869Z,2023-05-25T15:40:52.000Z,BRJA_(BROMUS JAPONICUS),BRJA_(BROMUS JAPONICUS),,6,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,f09e5001-a317-46b3-8e99-312f1420d198,2023-05-25T14:58:33.917Z,2023-05-25T15:40:50.000Z,SONU_(SORGHASTRUM NUTANS),SONU_(SORGHASTRUM NUTANS),,10,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,2419ea46-d91a-4efb-a70f-9dbd408848b9,2023-05-25T14:58:16.929Z,2023-05-25T15:40:49.000Z,RUTR_(RUBUS TRIVIALIS),RUTR_(RUBUS TRIVIALIS),,1,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,03f4a17f-be39-4493-9dd6-5b97d042edf2,2023-05-25T14:57:24.408Z,2023-05-25T15:40:47.000Z,PHMO_(PHYSALIS MOLLIS),PHMO_(PHYSALIS MOLLIS),,0.5,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,a4d3290c-25db-4511-8b47-b81806286d76,2023-05-25T14:56:55.321Z,2023-05-25T15:40:46.000Z,PSTE_(PSORALIDIUM TENUIFLORUM),PSTE_(PSORALIDIUM TENUIFLORUM),,4,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,750238d7-510e-4388-af87-6b02166a6699,2023-05-25T14:56:27.437Z,2023-05-25T15:40:45.000Z,MIPL_(MIMOSA QUADRIVALVIS var. PLATYCARPA),MIPL_(MIMOSA QUADRIVALVIS var. PLATYCARPA),,2,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,976c60ad-2210-48ef-b96e-4482ac6cccc6,2023-05-25T14:55:42.134Z,2023-05-25T15:40:43.000Z,GATE_(GALIUM TEXENSE),GATE_(GALIUM TEXENSE),,2,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,d8ea5cb4-9fc3-4d4a-8f4e-c17f27c783c5,2023-05-25T14:55:21.279Z,2023-05-25T15:40:42.000Z,2PLANT_(genus),2PLANT_(genus),,0.5,,Euphorbia
33cfb7d6-8ed1-44c1-825e-490897acb04a,4fae6eac-fad9-4a15-a532-e8e8f4afb295,2023-05-25T14:54:56.524Z,2023-05-25T15:40:41.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,35,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,89565e56-126f-4ebd-86e8-880c44092de5,2023-05-25T14:54:15.400Z,2023-05-25T15:40:39.000Z,SCSC_(SCHIZACHYRIUM SCOPARIUM),SCSC_(SCHIZACHYRIUM SCOPARIUM),,75,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,85aae369-88bc-4219-8037-45602bb3b6e3,2023-05-25T14:53:49.627Z,2023-05-25T15:40:38.000Z,MOCI_(MONARDA CITRIODORA),MOCI_(MONARDA CITRIODORA),,2,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,6b3e37c2-38cc-41a3-9e9f-4081a089f3a3,2023-05-25T14:52:43.120Z,2023-05-25T15:40:36.000Z,CEME_(CENTAUREA MELITENSIS),CEME_(CENTAUREA MELITENSIS),,3,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,1b741bef-1477-489a-a484-7a2fb827e5d3,2023-05-25T14:52:10.971Z,2023-05-25T15:40:35.000Z,PONU_(POLYTAENIA NUTTALLII),PONU_(POLYTAENIA NUTTALLII),,3,,
33cfb7d6-8ed1-44c1-825e-490897acb04a,a8629cbe-1f18-4ac5-9854-bc56f183ec2d,2023-05-25T14:51:48.685Z,2023-05-25T15:40:34.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,10,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,06530430-9c26-4025-8fd9-60b0dff3b101,2023-05-25T13:05:40.715Z,2023-05-25T13:48:08.000Z,OXST_(OXALIS STRICTA),OXST_(OXALIS STRICTA),,3,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,41993b0a-c958-4cb3-8488-9c52392e0fa6,2023-05-25T13:05:04.884Z,2023-05-25T13:48:07.000Z,RUTR_(RUBUS TRIVIALIS),RUTR_(RUBUS TRIVIALIS),,3,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,5980a2b6-a31d-44f6-a472-aa7308a16d72,2023-05-25T13:04:36.749Z,2023-05-25T13:48:06.000Z,2PLANT_(family),2PLANT_(family),,2,,Apacea
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,23ad9a39-c353-4076-8609-d21c8651b96e,2023-05-25T13:04:01.826Z,2023-05-25T13:48:04.000Z,TRPE_(TRIODANIS PERFOLIATA),TRPE_(TRIODANIS PERFOLIATA),,1,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,51ff82cb-7815-47a9-90fd-a10d401d542c,2023-05-25T13:03:25.693Z,2023-05-25T13:48:02.000Z,CEME_(CENTAUREA MELITENSIS),CEME_(CENTAUREA MELITENSIS),,5,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,0b4821b0-00c4-44f7-9259-a7982676911a,2023-05-25T13:02:39.250Z,2023-05-25T13:48:01.000Z,PONU_(POLYTAENIA NUTTALLII),PONU_(POLYTAENIA NUTTALLII),,3,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,c5bb103c-d428-47e4-b2f5-1196c58c97fb,2023-05-25T13:01:48.507Z,2023-05-25T13:48:00.000Z,SOHA_(SORGHUM HALEPENSE),SOHA_(SORGHUM HALEPENSE),,6,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,febfc226-604b-462f-a3e9-aa6d6931ead5,2023-05-25T13:01:27.970Z,2023-05-25T13:47:59.000Z,SPCO_(SPOROBOLUS COMPOSITUS),SPCO_(SPOROBOLUS COMPOSITUS),,5,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,93317b91-eda3-479a-a9f8-4cb56b4beb8d,2023-05-25T13:01:10.931Z,2023-05-25T13:47:57.000Z,ELCA_(ELYMUS CANADENSIS),ELCA_(ELYMUS CANADENSIS),,2,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,5a40670e-7215-4f56-a850-fa8a71be99bb,2023-05-25T13:00:42.663Z,2023-05-25T13:47:55.000Z,2PLANT_(unknown),2PLANT_(unknown),,2,,PAPE
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,35880d8d-d396-4fb8-87a8-4d4a22169ff7,2023-05-25T13:00:12.919Z,2023-05-25T13:47:54.000Z,GATE_(GALIUM TEXENSE),GATE_(GALIUM TEXENSE),,3,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,37d9c5e7-4808-402b-9c60-22f0e536c190,2023-05-25T12:59:52.132Z,2023-05-25T13:47:53.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,15,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,bc231f3b-aed7-43c2-bfba-faa91b867823,2023-05-25T12:59:36.380Z,2023-05-25T13:47:51.000Z,TOAR_(TORILIS ARVENSIS),TOAR_(TORILIS ARVENSIS),,30,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,2222a3e1-6c36-4d24-a258-30b162bdd6bc,2023-05-25T12:59:09.805Z,2023-05-25T13:47:50.000Z,MOCI_(MONARDA CITRIODORA),MOCI_(MONARDA CITRIODORA),,10,,
0b7e15ca-b231-4103-8509-0e71ecd4ee4c,ad906806-2fce-4b1c-97de-1b23bb2bf37c,2023-05-25T12:58:35.495Z,2023-05-25T13:47:48.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,80,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,e67a936f-8916-46ae-81e4-9c9ea47ba3f9,2023-05-24T14:02:23.634Z,2023-05-24T14:05:19.000Z,SPCO_(SPOROBOLUS COMPOSITUS),SPCO_(SPOROBOLUS COMPOSITUS),,0.5,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,6f9a011a-e5df-4ca2-a2a7-bed19c1c4bf3,2023-05-24T14:01:40.366Z,2023-05-24T14:05:17.000Z,OXST_(OXALIS STRICTA),OXST_(OXALIS STRICTA),,0.5,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,14d80fea-ba88-4884-baee-d988644043b3,2023-05-24T13:59:15.639Z,2023-05-24T14:05:16.000Z,PHMO_(PHYSALIS MOLLIS),PHMO_(PHYSALIS MOLLIS),,2,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,fd6750b6-e55d-4894-acf5-9ac83a0c8b77,2023-05-24T13:58:55.105Z,2023-05-24T14:05:14.000Z,GAPU_(GAILLARDIA PULCHELLA),GAPU_(GAILLARDIA PULCHELLA),,10,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,0d2b10e8-eca8-482b-8bd1-d70c74fd860c,2023-05-24T13:58:35.343Z,2023-05-24T14:05:13.000Z,COER_(COMMELINA ERECTA),COER_(COMMELINA ERECTA),,0.5,,Check Species
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,3cc1341f-df34-47ae-9248-bdabaead4e5a,2023-05-24T13:56:39.505Z,2023-05-24T14:05:10.000Z,TOAR_(TORILIS ARVENSIS),TOAR_(TORILIS ARVENSIS),,3,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,308e9a88-f1db-4a8a-a0aa-d34d200e7d6c,2023-05-24T13:56:22.016Z,2023-05-24T14:05:09.000Z,2PLANT_(family),2PLANT_(family),,1,,Spear Grass poacea
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,b55569a7-ae22-48c8-9644-1e2e086f47e8,2023-05-24T13:55:24.418Z,2023-05-24T14:05:08.000Z,CIEN_(CIRSIUM ENGELMANNII),CIEN_(CIRSIUM ENGELMANNII),,2,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,4b80f22a-9309-47d4-9238-4850581bb8a4,2023-05-24T13:55:02.777Z,2023-05-24T14:05:06.000Z,2PLANT_(genus),2PLANT_(genus),,1,,Euphorbia
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,6267179b-3f3c-4bc4-92b0-95ca1ec5aeb8,2023-05-24T13:54:09.393Z,2023-05-24T14:05:03.000Z,2PLANT_(unknown),2PLANT_(unknown),,2,,“Sticky plant”
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,d1b8be48-9419-4726-9a00-f2101313ce5f,2023-05-24T13:53:43.535Z,2023-05-24T14:05:01.000Z,SCSC_(SCHIZACHYRIUM SCOPARIUM),SCSC_(SCHIZACHYRIUM SCOPARIUM),,6,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,df3d6a72-b826-4b5d-be95-aab61848b6c1,2023-05-24T13:53:18.448Z,2023-05-24T14:05:00.000Z,TRBR_(TRAGIA BREVISPICA),TRBR_(TRAGIA BREVISPICA),,3,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,87de1044-9fc9-43b8-81d7-8fcaa2e64384,2023-05-24T13:52:57.780Z,2023-05-24T14:04:58.000Z,RUTR_(RUBUS TRIVIALIS),RUTR_(RUBUS TRIVIALIS),,16,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,7f274811-b201-4d2d-a758-a50a7073e05e,2023-05-24T13:52:35.339Z,2023-05-24T14:04:55.000Z,GATE_(GALIUM TEXENSE),GATE_(GALIUM TEXENSE),,35,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,030c5b75-981f-4470-a2c8-909329c790ed,2023-05-24T13:52:21.998Z,2023-05-24T14:04:54.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,5,,
b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4,ab68069d-9daf-4980-a2af-92142d2fa693,2023-05-24T13:52:10.268Z,2023-05-24T14:04:52.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,40,,
bc054f23-e73e-4bd8-8414-b36ba7bc1d77,9a8d2ba1-b240-4c11-b766-eaec9a5054fd,2023-05-23T13:25:12.712Z,2023-05-23T14:07:33.000Z,COER_(COMMELINA ERECTA),COER_(COMMELINA ERECTA),,4,,
bc054f23-e73e-4bd8-8414-b36ba7bc1d77,5c0e5cbf-c389-4cd2-90c3-b15a66acd7f9,2023-05-23T13:24:07.011Z,2023-05-23T14:07:31.000Z,TOAR_(TORILIS ARVENSIS),TOAR_(TORILIS ARVENSIS),,20,,
bc054f23-e73e-4bd8-8414-b36ba7bc1d77,cee1d26f-7be7-45ec-8d82-e81a2f877a51,2023-05-23T13:23:38.304Z,2023-05-23T14:07:29.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,35,,
bc054f23-e73e-4bd8-8414-b36ba7bc1d77,65c8f859-dc24-43a5-a7a3-fc3225e5b345,2023-05-23T13:22:56.836Z,2023-05-23T14:07:28.000Z,SPCO_(SPOROBOLUS COMPOSITUS),SPCO_(SPOROBOLUS COMPOSITUS),,8,,
bc054f23-e73e-4bd8-8414-b36ba7bc1d77,e87d9ab0-f673-450d-a9b9-0559e0e35977,2023-05-23T13:22:05.844Z,2023-05-23T14:07:26.000Z,SOHA_(SORGHUM HALEPENSE),SOHA_(SORGHUM HALEPENSE),,40,,
