"","site.x","type","family","code_field","code.x","taxon.x","pathway","duration","duration2","con_acq","notes_con_acq","status","code_usda","notes_taxon.x","taxon_morpho","notes","ec5_branch_owner_uuid.x","ec5_uuid","created_at.x","uploaded_at.x","ec5_branch_owner_uuid.y","ec5_branch_uuid","created_at","uploaded_at","title","date_measured","time_started","site.y","site_trt_plot","site.1","trt","plot","subplot","nested_subplot","photo_1x1","notes_plot","species_list_site","species_in_plot","epicollect_title","epicollect_species","category","code.y","taxon.y","notes_taxon.y","species_notes_if_","percent_cover","photo_if_needed","notes_cover"
"11","sevi","forb","amaranthaceae","satr","satr","salsola tragus","c4","annual","","acquisitive","","introduced","satr12","","","","159c39f3-09f2-4853-9e49-618c09166406","159c39f3-09f2-4853-9e49-618c09166406","2023-09-07T16:26:29.000Z","2023-09-07T17:29:33.000Z","159c39f3-09f2-4853-9e49-618c09166406","96185ece-f378-4c2b-830a-a4750581a37e","2023-09-07T16:12:44.000Z","2023-09-08T17:03:23.000Z","sevi_npk_06","9/7/2023","9:53 AM","sevi","sevi_npk_06","sevi","npk",6,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=159c39f3-09f2-4853-9e49-618c09166406_1694102014.jpg","","sevi",10,"sakassp. tragu_salsola kali ssp. tragus 13","sakassp. tragu_salsola kali ssp. tragus","plant","satr","salsola tragus","","",13,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=96185ece-f378-4c2b-830a-a4750581a37e_1694103159.jpg","na"
"12","sevi","forb","amaranthaceae","satr","satr","salsola tragus","c4","annual","","acquisitive","","introduced","satr12","","","","073881bb-7a81-4cf9-b49f-36726649de0f","073881bb-7a81-4cf9-b49f-36726649de0f","2023-09-07T18:49:46.000Z","2023-09-07T18:53:36.000Z","073881bb-7a81-4cf9-b49f-36726649de0f","7feb3954-db2b-4078-b742-bef8a8f21bc3","2023-09-07T18:51:14.000Z","2023-09-08T17:40:25.000Z","sevi_control_40","9/7/2023","12:48 PM","sevi","sevi_control_40","sevi","control",40,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=073881bb-7a81-4cf9-b49f-36726649de0f_1694112536.jpg","","sevi",10,"sakassp. tragu_salsola kali ssp. tragus 0.5","sakassp. tragu_salsola kali ssp. tragus","plant","satr","salsola tragus","","",0.5,"","na"
"13","sevi","forb","amaranthaceae","satr","satr","salsola tragus","c4","annual","","acquisitive","","introduced","satr12","","","","68c1eedc-2fe1-4b80-9c80-8a82c1b1d40f","68c1eedc-2fe1-4b80-9c80-8a82c1b1d40f","2023-09-07T18:28:26.000Z","2023-09-07T18:32:49.000Z","68c1eedc-2fe1-4b80-9c80-8a82c1b1d40f","9d191702-4da9-4ec3-968c-0ac77487d447","2023-09-07T18:28:56.000Z","2023-09-08T17:35:44.000Z","sevi_npk_25","9/7/2023","12:26 PM","sevi","sevi_npk_25","sevi","npk",25,"b","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=68c1eedc-2fe1-4b80-9c80-8a82c1b1d40f_1694111238.jpg","","sevi",9,"sakassp. tragu_salsola kali ssp. tragus 4","sakassp. tragu_salsola kali ssp. tragus","plant","satr","salsola tragus","","",4,"","na"
"14","sevi","forb","amaranthaceae","satr","satr","salsola tragus","c4","annual","","acquisitive","","introduced","satr12","","","","8b46e7b8-dae7-4ba8-abae-6fdc43e3fd81","8b46e7b8-dae7-4ba8-abae-6fdc43e3fd81","2023-09-07T19:02:40.000Z","2023-09-07T19:02:53.000Z","8b46e7b8-dae7-4ba8-abae-6fdc43e3fd81","c2731733-9b3b-4050-b25d-784eca312e17","2023-09-07T19:00:35.000Z","2023-09-08T17:37:20.000Z","sevi_npk_39","9/7/2023","12:58 PM","sevi","sevi_npk_39","sevi","npk",39,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=8b46e7b8-dae7-4ba8-abae-6fdc43e3fd81_1694113114.jpg","","sevi",8,"sakassp. tragu_salsola kali ssp. tragus 18","sakassp. tragu_salsola kali ssp. tragus","plant","satr","salsola tragus","","",18,"","na"
"15","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","2316375c-bd41-42db-80fe-19ae5c761281","2316375c-bd41-42db-80fe-19ae5c761281","2023-05-23T12:55:51.372Z","2023-05-23T14:06:36.000Z","2316375c-bd41-42db-80fe-19ae5c761281","2ecb4aba-7775-4f27-8d1a-fa2222cb0e29","2023-05-23T12:46:15.193Z","2023-05-23T14:06:37.000Z","temple_control_01","5/23/2023","7:42 AM","temple","temple_control_01","temple","control",1,"b","se_corner","did not collect","","temple",8,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",35,"",""
"16","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","9892bea0-ee69-4b46-8eea-87b723cb496a","9892bea0-ee69-4b46-8eea-87b723cb496a","2023-05-23T13:18:10.426Z","2023-05-23T14:07:06.000Z","9892bea0-ee69-4b46-8eea-87b723cb496a","e6da9795-f834-407b-ba58-fa5643841669","2023-05-23T13:11:18.227Z","2023-05-23T14:07:08.000Z","temple_npk_18","5/23/2023","8:08 AM","temple","temple_npk_18","temple","npk",18,"a","se_corner, 2","did not collect","","temple",8,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",70,"",""
"17","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","f44699e4-cdaf-45c7-9109-e693539d4ab0","f44699e4-cdaf-45c7-9109-e693539d4ab0","2023-05-25T17:38:15.000Z","2023-05-26T12:15:43.000Z","f44699e4-cdaf-45c7-9109-e693539d4ab0","b7bf6ed6-1e71-4a26-9f7e-bb3fa819b8bf","2023-05-25T17:30:04.000Z","2023-05-25T17:38:51.000Z","temple_npk_18","5/25/2023","12:28 PM","temple","temple_npk_18","temple","npk",18,"a","1","did not collect","","temple",0,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",90,"",""
"18","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4","b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4","2023-05-24T14:04:38.933Z","2023-05-24T14:04:51.000Z","b0f9325f-4cf2-4ef5-a74e-3f84c4569ac4","ab68069d-9daf-4980-a2af-92142d2fa693","2023-05-24T13:52:10.268Z","2023-05-24T14:04:52.000Z","temple_control_01","5/24/2023","8:51 AM","temple","temple_control_01","temple","control",1,"b","2","did not collect","","temple",16,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",40,"",""
"19","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","214a5043-7444-41f6-9a1e-d783c3cb10f8","214a5043-7444-41f6-9a1e-d783c3cb10f8","2023-05-26T13:52:50.000Z","2023-05-26T13:56:06.000Z","214a5043-7444-41f6-9a1e-d783c3cb10f8","fbb61c47-6b5b-4da6-94ae-dec51ac5e62f","2023-05-26T13:45:55.000Z","2023-05-26T13:53:03.000Z","temple_npk_28","5/26/2023","8:43 AM","temple","temple_npk_28","temple","npk",28,"c","3","did not collect","","temple",0,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",30,"",""
"20","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","33cfb7d6-8ed1-44c1-825e-490897acb04a","33cfb7d6-8ed1-44c1-825e-490897acb04a","2023-05-25T15:40:28.901Z","2023-05-25T15:40:32.000Z","33cfb7d6-8ed1-44c1-825e-490897acb04a","a8629cbe-1f18-4ac5-9854-bc56f183ec2d","2023-05-25T14:51:48.685Z","2023-05-25T15:40:34.000Z","temple_control_11","5/25/2023","9:49 AM","temple","temple_control_11","temple","control",11,"d","4","did not collect","","temple",17,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",10,"",""
"21","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","0b7e15ca-b231-4103-8509-0e71ecd4ee4c","0b7e15ca-b231-4103-8509-0e71ecd4ee4c","2023-05-25T13:47:40.274Z","2023-05-25T14:49:32.000Z","0b7e15ca-b231-4103-8509-0e71ecd4ee4c","ad906806-2fce-4b1c-97de-1b23bb2bf37c","2023-05-25T12:58:35.495Z","2023-05-25T13:47:48.000Z","temple_npk_08","5/25/2023","7:58 AM","temple","temple_npk_08","temple","npk",8,"d","4","did not collect","","temple",0,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",80,"",""
"22","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","bc054f23-e73e-4bd8-8414-b36ba7bc1d77","bc054f23-e73e-4bd8-8414-b36ba7bc1d77","2023-05-23T13:25:59.564Z","2023-05-23T14:07:21.000Z","bc054f23-e73e-4bd8-8414-b36ba7bc1d77","c41e942b-e1b4-494c-99cd-c617e9fa4ceb","2023-05-23T13:20:52.896Z","2023-05-23T14:07:22.000Z","temple_npk_28","5/23/2023","8:18 AM","temple","temple_npk_28","temple","npk",28,"c","sw_corner, 4","did not collect","","temple",7,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",35,"",""
"23","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","c5261ef3-db17-4c4b-ba57-e2ddd9016575","c5261ef3-db17-4c4b-ba57-e2ddd9016575","2023-05-23T13:06:00.680Z","2023-05-23T14:06:52.000Z","c5261ef3-db17-4c4b-ba57-e2ddd9016575","8391b69d-8738-4bb5-938c-596cedd25a2a","2023-05-23T12:59:06.553Z","2023-05-23T14:06:54.000Z","temple_npk_08","5/23/2023","7:57 AM","temple","temple_npk_08","temple","npk",8,"d","sw_corner","did not collect","","temple",7,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",50,"",""
"24","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","da873470-ee73-4ebe-b328-db886aa6c0b4","da873470-ee73-4ebe-b328-db886aa6c0b4","2023-05-23T12:42:39.231Z","2023-05-23T14:06:21.000Z","da873470-ee73-4ebe-b328-db886aa6c0b4","a84a549b-e7d5-42c6-8844-7db733f97970","2023-05-23T12:34:43.317Z","2023-05-23T14:06:23.000Z","temple_control_11","5/23/2023","7:32 AM","temple","temple_control_11","temple","control",11,"d","sw_corner","did not collect","","temple",8,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",3,"",""
"25","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","53a6cb93-dadb-48b6-a5e9-0bfbe280b052","53a6cb93-dadb-48b6-a5e9-0bfbe280b052","2023-05-23T12:20:56.000Z","2023-05-23T12:32:59.000Z","53a6cb93-dadb-48b6-a5e9-0bfbe280b052","fbd0220b-66bb-4a3c-9090-15bba7662883","2023-05-23T12:11:19.000Z","2023-05-23T12:33:02.000Z","temple_control_21","5/23/2023","7:09 AM","temple","temple_control_21","temple","control",21,"d","sw_corner","did not collect","sw corner","temple",9,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",25,"",""
"26","temple","forb","asteraceae","amtr","amtr","ambrosia trifida","","annual","","acquisitive","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1979.tb02313.x","native","amtr","","","","d0a2745c-b269-4c71-b5d8-c8b8df4ddf25","d0a2745c-b269-4c71-b5d8-c8b8df4ddf25","2023-05-26T12:12:27.000Z","2023-05-26T12:15:45.000Z","d0a2745c-b269-4c71-b5d8-c8b8df4ddf25","09cdc7a9-b8ab-4060-a07c-ff6ee237c542","2023-05-26T12:04:05.000Z","2023-05-26T12:15:47.000Z","temple_control_21","5/26/2023","7:02 AM","temple","temple_control_21","temple","control",21,"d","4","did not collect","subplot d, nested 4","temple",17,"amtr_(ambrosia trifida)","amtr_(ambrosia trifida)","plant","amtr","ambrosia trifida","","",5,"",""
"27","temple","graminoid","poaceae","brar","brar","bromus arvensis","c3","annual","","","","introduced","brar5","","","","f44699e4-cdaf-45c7-9109-e693539d4ab0","f44699e4-cdaf-45c7-9109-e693539d4ab0","2023-05-25T17:38:15.000Z","2023-05-26T12:15:43.000Z","f44699e4-cdaf-45c7-9109-e693539d4ab0","abbc54d5-1e1a-4be5-bc59-c2e72e090401","2023-05-25T17:35:00.000Z","2023-05-25T17:39:01.000Z","temple_npk_18","5/25/2023","12:28 PM","temple","temple_npk_18","temple","npk",18,"a","1","did not collect","","temple",0,"brja_(bromus japonicus)","brja_(bromus japonicus)","plant","brar","bromus arvensis","updated id to modern id, old bromus japonicus brja","",3,"",""
"28","temple","graminoid","poaceae","brar","brar","bromus arvensis","c3","annual","","","","introduced","brar5","","","","33cfb7d6-8ed1-44c1-825e-490897acb04a","33cfb7d6-8ed1-44c1-825e-490897acb04a","2023-05-25T15:40:28.901Z","2023-05-25T15:40:32.000Z","33cfb7d6-8ed1-44c1-825e-490897acb04a","65562c49-edfb-4aff-ae90-13af11927f3c","2023-05-25T14:59:17.869Z","2023-05-25T15:40:52.000Z","temple_control_11","5/25/2023","9:49 AM","temple","temple_control_11","temple","control",11,"d","4","did not collect","","temple",17,"brja_(bromus japonicus)","brja_(bromus japonicus)","plant","brar","bromus arvensis","updated id to modern id, old bromus japonicus brja","",6,"",""
"29","temple","graminoid","poaceae","brar","brar","bromus arvensis","c3","annual","","","","introduced","brar5","","","","da873470-ee73-4ebe-b328-db886aa6c0b4","da873470-ee73-4ebe-b328-db886aa6c0b4","2023-05-23T12:42:39.231Z","2023-05-23T14:06:21.000Z","da873470-ee73-4ebe-b328-db886aa6c0b4","b847e95b-45c5-4ca0-828c-da0159e863a6","2023-05-23T12:35:55.736Z","2023-05-23T14:06:25.000Z","temple_control_11","5/23/2023","7:32 AM","temple","temple_control_11","temple","control",11,"d","sw_corner","did not collect","","temple",8,"brja_(bromus japonicus)","brja_(bromus japonicus)","plant","brar","bromus arvensis","updated id to modern id, old bromus japonicus brja","",20,"",""
"30","temple","forb","euphorbiaceae","eude","eude","euphorbia dentata","","annual","","","","native","eude4","","","native is orange and says ""L","214a5043-7444-41f6-9a1e-d783c3cb10f8","214a5043-7444-41f6-9a1e-d783c3cb10f8","2023-05-26T13:52:50.000Z","2023-05-26T13:56:06.000Z","214a5043-7444-41f6-9a1e-d783c3cb10f8","84319365-ff6f-4f89-9321-deb6557484b0","2023-05-26T13:52:18.000Z","2023-05-26T13:53:21.000Z","temple_npk_28","5/26/2023","8:43 AM","temple","temple_npk_28","temple","npk",28,"c","3","did not collect","","temple",0,"eude_(euphorbia dentata)","eude_(euphorbia dentata)","plant","eude","euphorbia dentata","","",1,"",""
"31","temple","forb","euphorbiaceae","eubpa","eubpa","euphorbia spathulata","","annual","annual/ perennial","","","native","eusp","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
