"","NCRS.code","taxon","site","latitude","longitude","elevation.m","sampling.date","NCRS.code2","photo","duration","n.fixer","pft","leaf.area","n.leaf","c.leaf","mean.c.value_persite","mean.n.value_persite","mean.c.value_taxon","mean.n.value_taxon"
"16","AMAR2","Ambrosia artemisiifolia L.","Harris_2020_03",29.877754,-95.309644,23,"6/21/2020","AMAR2","c3","annual","no","c3_forb",2.187,2.1,39.3,38.3633333333333,2.01,41.8424,1.926
"17","AMAR2","Ambrosia artemisiifolia L.","Menard_2020_01",30.912522,-99.573082,553,"7/21/2020","AMAR2","c3","annual","no","c3_forb",5.682,1.63,43.42,42.74125,2.1425,41.8424,1.926
"18","AMAR2","Ambrosia artemisiifolia L.","Menard_2020_01",30.912522,-99.573082,553,"6/16/2020","AMAR2","c3","annual","no","c3_forb",3.285,1.35,47.06,42.74125,2.1425,41.8424,1.926
"19","AMAR2","Ambrosia artemisiifolia L.","Menard_2020_01",30.912522,-99.573082,553,"7/21/2020","AMAR2","c3","annual","no","c3_forb",5.847,2.45,41.81,42.74125,2.1425,41.8424,1.926
"20","AMAR2","Ambrosia artemisiifolia L.","Menard_2020_01",30.912522,-99.573082,553,"6/16/2020","AMAR2","c3","annual","no","c3_forb",6.985,1.3,47.26,42.74125,2.1425,41.8424,1.926
"21","AMAR2","Ambrosia artemisiifolia L.","Menard_2020_01",30.912522,-99.573082,553,"7/21/2020","AMAR2","c3","annual","no","c3_forb",2.383,2.67,42.9,42.74125,2.1425,41.8424,1.926
"22","AMAR2","Ambrosia artemisiifolia L.","Menard_2020_01",30.912522,-99.573082,553,"6/16/2020","AMAR2","c3","annual","no","c3_forb",2.397,2.52,39.03,42.74125,2.1425,41.8424,1.926
"23","AMAR2","Ambrosia artemisiifolia L.","Menard_2020_01",30.912522,-99.573082,553,"6/16/2020","AMAR2","c3","annual","no","c3_forb",4.693,2.78,40.73,42.74125,2.1425,41.8424,1.926
"24","AMAR2","Ambrosia artemisiifolia L.","Menard_2020_01",30.912522,-99.573082,553,"6/16/2020","AMAR2","c3","annual","no","c3_forb",2.721,2.44,39.72,42.74125,2.1425,41.8424,1.926
"25","AMAR2","Ambrosia artemisiifolia L.","Uvalde_2020_02",29.591111,-100.091111,482,"6/15/2020","AMAR2","c3","annual","no","c3_forb",2.076,1.78,37.99,40.815,1.84,41.8424,1.926
"26","AMAR2","Ambrosia artemisiifolia L.","Uvalde_2020_02",29.591111,-100.091111,482,"6/15/2020","AMAR2","c3","annual","no","c3_forb",1.947,1.78,41.7,40.815,1.84,41.8424,1.926
"27","AMAR2","Ambrosia artemisiifolia L.","Uvalde_2020_02",29.591111,-100.091111,482,"6/15/2020","AMAR2","c3","annual","no","c3_forb",2.38,1.63,37.32,40.815,1.84,41.8424,1.926
"28","AMAR2","Ambrosia artemisiifolia L.","Uvalde_2020_02",29.591111,-100.091111,482,"7/20/2020","AMAR2","c3","annual","no","c3_forb",4.572,2.17,46.25,40.815,1.84,41.8424,1.926
"29","AMPS","Ambrosia psilostachya DC.","Austin_2020_03",29.776805,-96.24351,66,"5/29/2021","AMPS","c3","perennial","no","c3_forb",15.897,2.621,42.336,42.1106666666667,2.72233333333333,41.3769375,2.83371875
"30","AMPS","Ambrosia psilostachya DC.","Austin_2020_03",29.776805,-96.24351,66,"5/29/2021","AMPS","c3","perennial","no","c3_forb",14.006,2.783,42.411,42.1106666666667,2.72233333333333,41.3769375,2.83371875
"31","AMPS","Ambrosia psilostachya DC.","Austin_2020_03",29.776805,-96.24351,66,"5/29/2021","AMPS","c3","perennial","no","c3_forb",15.897,2.763,41.585,42.1106666666667,2.72233333333333,41.3769375,2.83371875
"32","AMPS","Ambrosia psilostachya DC.","Brazos_2020_16",29.986237,-98.429976,77,"5/30/2021","AMPS","c3","perennial","no","c3_forb",17.856,3.56,42.98,43.903,3.59733333333333,41.3769375,2.83371875
"33","AMPS","Ambrosia psilostachya DC.","Brazos_2020_16",29.986237,-98.429976,77,"5/30/2021","AMPS","c3","perennial","no","c3_forb",13.539,3.304,43.278,43.903,3.59733333333333,41.3769375,2.83371875
"34","AMPS","Ambrosia psilostachya DC.","Brazos_2020_16",29.986237,-98.429976,77,"5/30/2021","AMPS","c3","perennial","no","c3_forb",14.687,3.928,45.451,43.903,3.59733333333333,41.3769375,2.83371875
"35","AMPS","Ambrosia psilostachya DC.","Brazos_2020_18",30.524669,-96.209114,73,"5/30/2021","AMPS","c3","perennial","no","c3_forb",16.925,2.907,41.113,41.1013333333333,3.40733333333333,41.3769375,2.83371875
"36","AMPS","Ambrosia psilostachya DC.","Brazos_2020_18",30.524669,-96.209114,73,"5/30/2021","AMPS","c3","perennial","no","c3_forb",18.381,3.729,41.04,41.1013333333333,3.40733333333333,41.3769375,2.83371875
"37","AMPS","Ambrosia psilostachya DC.","Brazos_2020_18",30.524669,-96.209114,73,"5/30/2021","AMPS","c3","perennial","no","c3_forb",16.934,3.586,41.151,41.1013333333333,3.40733333333333,41.3769375,2.83371875
"38","AMPS","Ambrosia psilostachya DC.","Burnet_2020_12",30.824885,-98.059505,360,"5/27/2021","AMPS","c3","perennial","no","c3_forb",18.869,3,42.361,41.219625,2.26975,41.3769375,2.83371875
"39","AMPS","Ambrosia psilostachya DC.","Burnet_2020_12",30.824885,-98.059505,360,"6/26/2021","AMPS","c3","perennial","no","c3_forb",15.136,1.937,42.714,41.219625,2.26975,41.3769375,2.83371875
"40","AMPS","Ambrosia psilostachya DC.","Burnet_2020_12",30.824885,-98.059505,360,"6/26/2021","AMPS","c3","perennial","no","c3_forb",18.8,1.76,39.997,41.219625,2.26975,41.3769375,2.83371875
"41","AMPS","Ambrosia psilostachya DC.","Burnet_2020_12",30.824885,-98.059505,360,"6/26/2021","AMPS","c3","perennial","no","c3_forb",18.15,2.069,41.04,41.219625,2.26975,41.3769375,2.83371875
"42","AMPS","Ambrosia psilostachya DC.","Burnet_2020_12",30.824885,-98.059505,360,"5/27/2021","AMPS","c3","perennial","no","c3_forb",16.807,2.59,44.954,41.219625,2.26975,41.3769375,2.83371875
"43","AMPS","Ambrosia psilostachya DC.","Burnet_2020_12",30.824885,-98.059505,360,"5/27/2021","AMPS","c3","perennial","no","c3_forb",23.773,3.004,40.871,41.219625,2.26975,41.3769375,2.83371875
"44","AMPS","Ambrosia psilostachya DC.","Burnet_2020_12",30.824885,-98.059505,360,"6/26/2021","AMPS","c3","perennial","no","c3_forb",17.954,1.812,38.11,41.219625,2.26975,41.3769375,2.83371875
"45","AMPS","Ambrosia psilostachya DC.","Burnet_2020_12",30.824885,-98.059505,360,"6/26/2021","AMPS","c3","perennial","no","c3_forb",18.045,1.986,39.71,41.219625,2.26975,41.3769375,2.83371875
"46","AMPS","Ambrosia psilostachya DC.","Burnet_2020_14",30.840194,-98.343954,321,"5/27/2021","AMPS","c3","perennial","no","c3_forb",39.344,3.922,41.621,41.0936666666667,3.39933333333333,41.3769375,2.83371875
"47","AMPS","Ambrosia psilostachya DC.","Burnet_2020_14",30.840194,-98.343954,321,"5/27/2021","AMPS","c3","perennial","no","c3_forb",38.409,3.048,38.395,41.0936666666667,3.39933333333333,41.3769375,2.83371875
"48","AMPS","Ambrosia psilostachya DC.","Burnet_2020_14",30.840194,-98.343954,321,"5/27/2021","AMPS","c3","perennial","no","c3_forb",24.275,3.228,43.265,41.0936666666667,3.39933333333333,41.3769375,2.83371875
"49","AMPS","Ambrosia psilostachya DC.","Fayette_2020_09",29.860296,-96.71418,103,"5/29/2021","AMPS","c3","perennial","no","c3_forb",13.578,2.654,40.898,40.4673333333333,2.64166666666667,41.3769375,2.83371875
"50","AMPS","Ambrosia psilostachya DC.","Fayette_2020_09",29.860296,-96.71418,103,"5/29/2021","AMPS","c3","perennial","no","c3_forb",13,2.508,41.49,40.4673333333333,2.64166666666667,41.3769375,2.83371875
"51","AMPS","Ambrosia psilostachya DC.","Fayette_2020_09",29.860296,-96.71418,103,"5/29/2021","AMPS","c3","perennial","no","c3_forb",12.437,2.763,39.014,40.4673333333333,2.64166666666667,41.3769375,2.83371875
"52","AMPS","Ambrosia psilostachya DC.","Fayette_2021_12",29.864081,-97.206843,154,"5/28/2021","AMPS","c3","perennial","no","c3_forb",9.056,2.175,40.27,39.95,2.182,41.3769375,2.83371875
"53","AMPS","Ambrosia psilostachya DC.","Fayette_2021_12",29.864081,-97.206843,154,"5/28/2021","AMPS","c3","perennial","no","c3_forb",11.074,2.357,40.521,39.95,2.182,41.3769375,2.83371875
"54","AMPS","Ambrosia psilostachya DC.","Fayette_2021_12",29.864081,-97.206843,154,"5/28/2021","AMPS","c3","perennial","no","c3_forb",17.529,2.014,39.059,39.95,2.182,41.3769375,2.83371875
"55","AMPS","Ambrosia psilostachya DC.","Harris_2020_03",29.877754,-95.309644,23,"6/1/2020","AMPS","c3","perennial","no","c3_forb",12.146,2.289,42.446,40.9886666666667,2.83066666666667,41.3769375,2.83371875
"56","AMPS","Ambrosia psilostachya DC.","Harris_2020_03",29.877754,-95.309644,23,"6/1/2020","AMPS","c3","perennial","no","c3_forb",6.161,3.016,39.211,40.9886666666667,2.83066666666667,41.3769375,2.83371875
"57","AMPS","Ambrosia psilostachya DC.","Harris_2020_03",29.877754,-95.309644,23,"6/1/2020","AMPS","c3","perennial","no","c3_forb",14.271,3.187,41.309,40.9886666666667,2.83066666666667,41.3769375,2.83371875
"58","AMPS","Ambrosia psilostachya DC.","Uvalde_2020_02",29.591111,-100.091111,482,"5/24/2021","AMPS","c3","perennial","no","c3_forb",5.309,3.38,38.173,41.8203333333333,3.393,41.3769375,2.83371875
"59","AMPS","Ambrosia psilostachya DC.","Uvalde_2020_02",29.591111,-100.091111,482,"5/24/2021","AMPS","c3","perennial","no","c3_forb",8.744,4.091,44.402,41.8203333333333,3.393,41.3769375,2.83371875
"60","AMPS","Ambrosia psilostachya DC.","Uvalde_2020_02",29.591111,-100.091111,482,"5/24/2021","AMPS","c3","perennial","no","c3_forb",15.128,2.708,42.886,41.8203333333333,3.393,41.3769375,2.83371875
"61","ARAL3","Argemone albiflora Hornem.","Brazos_2020_16",29.986237,-98.429976,77,"5/30/2021","ARAL3","c3","annual","no","c3_forb",22.01,4.525,41.351,42.073,4.19933333333333,42.073,4.19933333333333
"62","ARAL3","Argemone albiflora Hornem.","Brazos_2020_16",29.986237,-98.429976,77,"5/30/2021","ARAL3","c3","annual","no","c3_forb",24.479,4.428,42.879,42.073,4.19933333333333,42.073,4.19933333333333
"63","ARAL3","Argemone albiflora Hornem.","Brazos_2020_16",29.986237,-98.429976,77,"5/30/2021","ARAL3","c3","annual","no","c3_forb",24.87,3.645,41.989,42.073,4.19933333333333,42.073,4.19933333333333
"64","ARPU9","Aristida purpurea Nutt.","Bell_2021_08",31.055926,-97.549379,252,"6/26/2021","ARPU9","c4","perennial","no","c4_graminoid",14.735,1.756,41.526,43.195,1.4635,43.195,1.4635
"65","ARPU9","Aristida purpurea Nutt.","Bell_2021_08",31.055926,-97.549379,252,"6/26/2021","ARPU9","c4","perennial","no","c4_graminoid",11.952,1.171,44.864,43.195,1.4635,43.195,1.4635
"66","ASAS","Asclepias asperula (Decne.) Woodson","Sansaba_2020_01",31.28807,-98.619493,351,"6/16/2020","ASAS","c3","perennial","no","c3_forb",8.074,1.43,39.89,40.0233333333333,1.50333333333333,40.0233333333333,1.50333333333333
"67","ASAS","Asclepias asperula (Decne.) Woodson","Sansaba_2020_01",31.28807,-98.619493,351,"6/16/2020","ASAS","c3","perennial","no","c3_forb",9.642,1.49,39.64,40.0233333333333,1.50333333333333,40.0233333333333,1.50333333333333
"68","ASAS","Asclepias asperula (Decne.) Woodson","Sansaba_2020_01",31.28807,-98.619493,351,"6/16/2020","ASAS","c3","perennial","no","c3_forb",10.644,1.59,40.54,40.0233333333333,1.50333333333333,40.0233333333333,1.50333333333333
"69","ASLA4","Asclepias latifolia (Torr.) Raf.","Comal_2020_19",30.00668,-98.31665,391,"5/26/2021","ASLA4","c3","perennial","no","c3_forb",36.245,3.184,41.664,41.803,3.102,41.803,3.102
"70","ASLA4","Asclepias latifolia (Torr.) Raf.","Comal_2020_19",30.00668,-98.31665,391,"5/26/2021","ASLA4","c3","perennial","no","c3_forb",27.644,2.702,40.018,41.803,3.102,41.803,3.102
"71","ASLA4","Asclepias latifolia (Torr.) Raf.","Comal_2020_19",30.00668,-98.31665,391,"5/26/2021","ASLA4","c3","perennial","no","c3_forb",NA,3.42,43.727,41.803,3.102,41.803,3.102
"72","ASSY","Asclepias syriaca L.","Bandera_2020_03",29.850369,-99.304193,469,"5/25/2021","ASSY","c3","perennial","no","c3_forb",19.26,5.234,46.185,44.3523333333333,4.22033333333333,43.9211388888889,3.3175
"73","ASSY","Asclepias syriaca L.","Bandera_2020_03",29.850369,-99.304193,469,"5/25/2021","ASSY","c3","perennial","no","c3_forb",13.387,3.431,41.664,44.3523333333333,4.22033333333333,43.9211388888889,3.3175
"74","ASSY","Asclepias syriaca L.","Bandera_2020_03",29.850369,-99.304193,469,"5/25/2021","ASSY","c3","perennial","no","c3_forb",6.029,3.996,45.208,44.3523333333333,4.22033333333333,43.9211388888889,3.3175
"75","ASSY","Asclepias syriaca L.","Bell_2021_08",31.055926,-97.549379,252,"6/26/2021","ASSY","c3","perennial","no","c3_forb",21.046,2.641,47.697,45.5021,3.5008,43.9211388888889,3.3175
"76","ASSY","Asclepias syriaca L.","Bell_2021_08",31.055926,-97.549379,252,"5/28/2021","ASSY","c3","perennial","no","c3_forb",16.547,3.627,44.947,45.5021,3.5008,43.9211388888889,3.3175
"77","ASSY","Asclepias syriaca L.","Bell_2021_08",31.055926,-97.549379,252,"6/26/2021","ASSY","c3","perennial","no","c3_forb",NA,3.018,45.7945,45.5021,3.5008,43.9211388888889,3.3175
"78","ASSY","Asclepias syriaca L.","Bell_2021_08",31.055926,-97.549379,252,"5/28/2021","ASSY","c3","perennial","no","c3_forb",23.776,4.612,46.809,45.5021,3.5008,43.9211388888889,3.3175
"79","ASSY","Asclepias syriaca L.","Bell_2021_08",31.055926,-97.549379,252,"5/28/2021","ASSY","c3","perennial","no","c3_forb",25.904,3.606,42.263,45.5021,3.5008,43.9211388888889,3.3175
"80","ASSY","Asclepias syriaca L.","Burnet_2020_12",30.824885,-98.059505,360,"5/27/2021","ASSY","c3","perennial","no","c3_forb",25.974,3.022,42.56,41.8055,2.91175,43.9211388888889,3.3175
"81","ASSY","Asclepias syriaca L.","Burnet_2020_12",30.824885,-98.059505,360,"5/27/2021","ASSY","c3","perennial","no","c3_forb",18.054,3.31,42.235,41.8055,2.91175,43.9211388888889,3.3175
"82","ASSY","Asclepias syriaca L.","Burnet_2020_12",30.824885,-98.059505,360,"5/27/2021","ASSY","c3","perennial","no","c3_forb",20.751,3.586,41.865,41.8055,2.91175,43.9211388888889,3.3175
"83","ASSY","Asclepias syriaca L.","Burnet_2020_12",30.824885,-98.059505,360,"6/26/2021","ASSY","c3","perennial","no","c3_forb",38.653,1.729,40.562,41.8055,2.91175,43.9211388888889,3.3175
"84","ASSY","Asclepias syriaca L.","Kerr_2020_03",30.055868,-99.341589,551,"5/25/2021","ASSY","c3","perennial","no","c3_forb",43.392,4.398,44.36,47.566,4.53066666666667,43.9211388888889,3.3175
"85","ASSY","Asclepias syriaca L.","Kerr_2020_03",30.055868,-99.341589,551,"5/25/2021","ASSY","c3","perennial","no","c3_forb",20.942,4.588,49.701,47.566,4.53066666666667,43.9211388888889,3.3175
"86","ASSY","Asclepias syriaca L.","Kerr_2020_03",30.055868,-99.341589,551,"5/25/2021","ASSY","c3","perennial","no","c3_forb",26.991,4.606,48.637,47.566,4.53066666666667,43.9211388888889,3.3175
"87","ASSY","Asclepias syriaca L.","Washington_2020_08",30.284962,-96.406236,107,"5/31/2021","ASSY","c3","perennial","no","c3_forb",22.291,1.772,39.544,40.031,1.437,43.9211388888889,3.3175
"88","ASSY","Asclepias syriaca L.","Washington_2020_08",30.284962,-96.406236,107,"5/31/2021","ASSY","c3","perennial","no","c3_forb",26.791,1.155,40.06,40.031,1.437,43.9211388888889,3.3175
"89","ASSY","Asclepias syriaca L.","Washington_2020_08",30.284962,-96.406236,107,"5/31/2021","ASSY","c3","perennial","no","c3_forb",32.613,1.384,40.489,40.031,1.437,43.9211388888889,3.3175
"90","BASA",NA,"Comal_2020_21",29.787704,-98.434563,351,"6/17/2020","BASA","c3","perennial","no","c3_shrub",4.771,0.94,46.7,46.2666666666667,0.883333333333333,46.2666666666667,0.883333333333333
"91","BASA",NA,"Comal_2020_21",29.787704,-98.434563,351,"6/17/2020","BASA","c3","perennial","no","c3_shrub",7.164,1.03,45.97,46.2666666666667,0.883333333333333,46.2666666666667,0.883333333333333
"92","BASA",NA,"Comal_2020_21",29.787704,-98.434563,351,"6/17/2020","BASA","c3","perennial","no","c3_shrub",6.063,0.68,46.13,46.2666666666667,0.883333333333333,46.2666666666667,0.883333333333333
"93","BOIS","Bothriochloa ischaemum (L.) Keng","Comal_2020_21",29.787704,-98.434563,351,"6/17/2020","BOIS","c4","perennial","no","c4_graminoid",1.659,0.98,39.96,41.3,1.17666666666667,41.8883333333333,1.04666666666667
"94","BOIS","Bothriochloa ischaemum (L.) Keng","Comal_2020_21",29.787704,-98.434563,351,"6/17/2020","BOIS","c4","perennial","no","c4_graminoid",1.776,1.2,41.3,41.3,1.17666666666667,41.8883333333333,1.04666666666667
"95","BOIS","Bothriochloa ischaemum (L.) Keng","Comal_2020_21",29.787704,-98.434563,351,"6/17/2020","BOIS","c4","perennial","no","c4_graminoid",3.446,1.35,42.64,41.3,1.17666666666667,41.8883333333333,1.04666666666667
"96","BOIS","Bothriochloa ischaemum (L.) Keng","Williamson_2019_09",30.706792,-97.859829,271,"6/19/2020","BOIS","c4","perennial","no","c4_graminoid",2.847,1.02,43.68,42.4766666666667,0.916666666666667,41.8883333333333,1.04666666666667
"97","BOIS","Bothriochloa ischaemum (L.) Keng","Williamson_2019_09",30.706792,-97.859829,271,"6/19/2020","BOIS","c4","perennial","no","c4_graminoid",1.725,0.84,42.07,42.4766666666667,0.916666666666667,41.8883333333333,1.04666666666667
"98","BOIS","Bothriochloa ischaemum (L.) Keng","Williamson_2019_09",30.706792,-97.859829,271,"6/19/2020","BOIS","c4","perennial","no","c4_graminoid",3.631,0.89,41.68,42.4766666666667,0.916666666666667,41.8883333333333,1.04666666666667
"99","BOSA","Bothriochloa saccharoides (Sw.) Rydb.","Blanco_2019_16",29.986237,-98.429976,434,"6/17/2020","BOSA","c4","perennial","no","c4_graminoid",4.585,1.27,42.8,42.9466666666667,1.44333333333333,42.875,1.475
"100","BOSA","Bothriochloa saccharoides (Sw.) Rydb.","Blanco_2019_16",29.986237,-98.429976,434,"6/17/2020","BOSA","c4","perennial","no","c4_graminoid",2.757,1.51,42.63,42.9466666666667,1.44333333333333,42.875,1.475
"101","BOSA","Bothriochloa saccharoides (Sw.) Rydb.","Blanco_2019_16",29.986237,-98.429976,434,"6/17/2020","BOSA","c4","perennial","no","c4_graminoid",4.022,1.55,43.41,42.9466666666667,1.44333333333333,42.875,1.475
"102","BOSA","Bothriochloa saccharoides (Sw.) Rydb.","Williamson_2019_09",30.706792,-97.859829,271,"6/19/2020","BOSA","c4","perennial","no","c4_graminoid",2.585,1.6,43.46,42.8033333333333,1.50666666666667,42.875,1.475
"103","BOSA","Bothriochloa saccharoides (Sw.) Rydb.","Williamson_2019_09",30.706792,-97.859829,271,"6/19/2020","BOSA","c4","perennial","no","c4_graminoid",1.675,1.4,42.02,42.8033333333333,1.50666666666667,42.875,1.475
"104","BOSA","Bothriochloa saccharoides (Sw.) Rydb.","Williamson_2019_09",30.706792,-97.859829,271,"6/19/2020","BOSA","c4","perennial","no","c4_graminoid",1.762,1.52,42.93,42.8033333333333,1.50666666666667,42.875,1.475
"105","CAAM2",NA,"Fayette_2020_09",29.860296,-96.71418,103,"5/29/2021","CAAM2","c3","perennial","no","c3_forb",31.81,1.447,47.466,50.0366666666667,1.74833333333333,50.0366666666667,1.74833333333333
"106","CAAM2",NA,"Fayette_2020_09",29.860296,-96.71418,103,"5/29/2021","CAAM2","c3","perennial","no","c3_forb",26.805,2.082,51.084,50.0366666666667,1.74833333333333,50.0366666666667,1.74833333333333
"107","CAAM2",NA,"Fayette_2020_09",29.860296,-96.71418,103,"5/29/2021","CAAM2","c3","perennial","no","c3_forb",32.319,1.716,51.56,50.0366666666667,1.74833333333333,50.0366666666667,1.74833333333333
"108","CAPL3","Carex planostachys Kunze","Comal_2020_21",29.787704,-98.434563,351,"6/17/2020","CAPL3","c4","perennial","no","c4_graminoid",3.764,0.9,41.59,42.72,1.04666666666667,42.72,1.04666666666667
"109","CAPL3","Carex planostachys Kunze","Comal_2020_21",29.787704,-98.434563,351,"6/17/2020","CAPL3","c4","perennial","no","c4_graminoid",8.518,1.14,43.55,42.72,1.04666666666667,42.72,1.04666666666667
"110","CAPL3","Carex planostachys Kunze","Comal_2020_21",29.787704,-98.434563,351,"6/17/2020","CAPL3","c4","perennial","no","c4_graminoid",7.453,1.1,43.02,42.72,1.04666666666667,42.72,1.04666666666667
"111","CAREX","Carex spp. L.","Brazos_2020_18",30.524669,-96.209114,73,"5/30/2021","CAREX","c4","perennial","no","c4_graminoid",17.418,1.307,47.044,45.931,1.13066666666667,42.305,1.05425
"112","CAREX","Carex spp. L.","Brazos_2020_18",30.524669,-96.209114,73,"5/30/2021","CAREX","c4","perennial","no","c4_graminoid",18.226,1.02,46.455,45.931,1.13066666666667,42.305,1.05425
"113","CAREX","Carex spp. L.","Brazos_2020_18",30.524669,-96.209114,73,"5/30/2021","CAREX","c4","perennial","no","c4_graminoid",12.275,1.065,44.294,45.931,1.13066666666667,42.305,1.05425
"114","CAREX","Carex spp. L.","Burnet_2020_12",30.824885,-98.059505,360,"6/26/2021","CAREX","c4","perennial","no","c4_graminoid",16.486,1.056,43.597,43.597,1.056,42.305,1.05425
"115","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"7/18/2020","CAREX","c4","perennial","no","c4_graminoid",1.829,0.91,41.2,41.2908333333333,1.035,42.305,1.05425
"116","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"7/18/2020","CAREX","c4","perennial","no","c4_graminoid",2.368,1.18,42.83,41.2908333333333,1.035,42.305,1.05425
"117","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"7/18/2020","CAREX","c4","perennial","no","c4_graminoid",1.893,0.99,40.48,41.2908333333333,1.035,42.305,1.05425
"118","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"6/19/2020","CAREX","c4","perennial","no","c4_graminoid",4.013,1.01,42.64,41.2908333333333,1.035,42.305,1.05425
"119","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"7/18/2020","CAREX","c4","perennial","no","c4_graminoid",2.782,0.93,42.53,41.2908333333333,1.035,42.305,1.05425
"120","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"6/19/2020","CAREX","c4","perennial","no","c4_graminoid",4.413,1.16,40.46,41.2908333333333,1.035,42.305,1.05425
"121","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"7/18/2020","CAREX","c4","perennial","no","c4_graminoid",2.179,0.96,42.82,41.2908333333333,1.035,42.305,1.05425
"122","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"7/18/2020","CAREX","c4","perennial","no","c4_graminoid",2.479,0.92,40.85,41.2908333333333,1.035,42.305,1.05425
"123","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"6/19/2020","CAREX","c4","perennial","no","c4_graminoid",2.519,0.94,41.63,41.2908333333333,1.035,42.305,1.05425
"124","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"6/19/2020","CAREX","c4","perennial","no","c4_graminoid",4.854,0.83,40.86,41.2908333333333,1.035,42.305,1.05425
"125","CAREX","Carex spp. L.","Williamson_2019_10",30.539935,-97.771213,253,"6/19/2020","CAREX","c4","perennial","no","c4_graminoid",3.342,1.33,38.05,41.2908333333333,1.035,42.305,1.05425
