"obs","Comments","time..2","elapsed","date","hhmmss","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","CO2_hrs","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
140,NA,1686924995.5,2490.5,2023-06-16 09:16:35,09:16:35,5,"lubb_27_npk_prgl2_06","gibson",1686924987.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.151987534185,687.188387878788,3.43948818051061,69.0622988973366,0,18.5921859254513,19.5782335664336,-4.87861153261796e-05,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686924987.71429,649.407857142857,683.669678571428,19.575925,18.5927142857143,648.154,19.3634428571429,500.16725,90.2801964285714,0.0998917071428571,26.8164357142857,27.9575285714286,999.9,0,0,10006.0714285714,0,1124.71214285714,-34.2616928571429,662.374392857143,696.621678571429,0.983215714285714,683.669678571428,18.5927142857143,1.76731857142857,1.67855392857143,15.5006892857143,14.6995035714286,1999.95928571429,0.979998607142857,0.0200015392857143,0,2.52997142857143,0,5957.97892857143,16705.0571428571,43.937,46.1360714285714,45.1360714285714,43.60925,43.375,1959.95892857143,40.0003571428571,0,1686924995.2,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-34.0641146341463,-2.16304599303148,0.555956471168941,0,0.982130414634146,0.014196606271777,0.00417015746310651,1,1,2,"1/2",2.86949,2.71004,0.128463,0.132993,0.0888264,0.0857484,24352.8,21279.7,24998.1,23896.9,38862.4,36146.6,45171.1,42606,1.8088,1.894,0.116676,0,26.0527,999.9,64.577,26.143,24.3407,53.6372,45.7732,1,-0.102663,0.0142048,20.2428,5.23406,11.986,4.9568,3.304,9999,9999,999.9,9999,1.86826,1.86383,1.87155,1.86221,1.86172,1.86826,1.85834,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.262,0.2126,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,23.4,23.3,1.58936,2.32544,1.44775,2.31079,1.44409,2.42554,31.0202,15.2966,18,431.411,469.494,24.7845,26.189,30.0005,26.0243,26.005,31.9093,41.4132,28.7013,24.8143,722.522,18.5905,95.6184,100.189
141,NA,1686925000,2495,2023-06-16 09:16:40,09:16:40,5,"lubb_27_npk_prgl2_06","gibson",1686924992.16071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.735691393727,702.577345454545,3.45754110968984,69.0622988973366,0,18.5970195705272,19.5858118881119,-0.00023219099011048,125.691991165845,3,1,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686924992.16071,664.278928571429,698.621928571428,19.5775357142857,18.5933285714286,663.020035714286,19.3649928571429,500.110678571429,90.27945,0.0999610071428571,26.8223607142857,27.9539535714286,999.9,0,0,9992.67857142857,0,1125.21964285714,-34.3429107142857,677.543607142857,711.857785714286,0.98422475,698.621928571428,18.5933285714286,1.76744928571429,1.67859464285714,15.5018464285714,14.699875,1999.94428571429,0.9799985,0.02000165,0,2.53073928571429,0,5960.98428571428,16704.9285714286,43.937,46.1360714285714,45.1382857142857,43.6115,43.375,1959.94392857143,40.0003571428571,0,1686925000,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-34.2665024390244,-3.06882020905921,0.623431157029408,0,0.98277587804878,0.0163539930313606,0.00420806822718454,1,1,2,"1/2",2.8723,2.71034,0.130439,0.134699,0.0888387,0.0857546,24297.9,21237.4,24998.5,23896.4,38861.5,36146,45170.7,42605.5,1.8088,1.8942,0.116527,0,26.0482,999.9,64.577,26.163,24.367,54.3672,45.4607,1,-0.103008,0.138039,20.2428,5.23286,11.986,4.9564,3.304,9999,9999,999.9,9999,1.86819,1.86386,1.87158,1.86221,1.86172,1.86829,1.85837,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.268,0.2127,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,23.5,23.4,1.61621,2.3584,1.44897,2.31079,1.44409,2.2644,31.0419,15.2878,18,431.428,469.632,24.8198,26.1912,30,26.0264,26.0068,32.4965,41.4132,28.7013,24.8461,742.629,18.5905,95.6184,100.187
142,NA,1686925005.5,2500.5,2023-06-16 09:16:45,09:16:45,5,"lubb_27_npk_prgl2_06","gibson",1686924997.73214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747.328865631861,720.968654545454,3.37863847589326,69.0622988973366,0,18.5998276733503,19.5873636363637,0.00033795847725372,125.691991165845,2,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686924997.73214,682.787321428571,717.438178571429,19.5816785714286,18.5971142857143,681.52225,19.3689714285714,500.1455,90.2794714285714,0.0998028964285714,26.8344892857143,27.9562107142857,999.9,0,0,10000.7142857143,0,1126.09392857143,-34.6508321428571,696.424642857143,731.033321428571,0.984576285714286,717.438178571429,18.5971142857143,1.76782392857143,1.6789375,15.5051571428571,14.7030464285714,2000.00178571429,0.979999142857143,0.0200009857142857,0,2.51459642857143,0,5968.21571428571,16705.4142857143,43.937,46.1537857142857,45.1449285714286,43.6205,43.375,1960.00142857143,40.0003571428571,0,1686925005.4,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-34.4842682926829,-2.48376167247384,0.607869208669352,0,0.984896170731707,0.00285154703832776,0.0032463916246514,1,1,2,"1/2",2.87172,2.71033,0.13281,0.137135,0.0888679,0.0857834,24231.8,21177.4,24998.6,23896.1,38859.9,36145.5,45170.2,42606.2,1.8098,1.8928,0.117719,0,26.0461,999.9,64.577,26.163,24.3709,53.8972,45.7692,1,-0.102764,0.0196514,20.243,5.23406,11.986,4.9564,3.304,9999,9999,999.9,9999,1.86823,1.86386,1.87158,1.86218,1.86172,1.86829,1.85837,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.274,0.2132,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,23.6,23.5,1.65039,2.36084,1.44897,2.31079,1.44409,2.28516,31.0419,15.2878,18,432.01,468.775,24.856,26.1912,30.0002,26.0286,26.0094,33.0955,41.4132,28.7013,24.8694,756.038,18.5905,95.6179,100.188
143,NA,1686925010.5,2505.5,2023-06-16 09:16:50,09:16:50,5,"lubb_27_npk_prgl2_06","gibson",1686925003.01852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.515577182743,738.328575757576,3.45732483496319,69.0622988973366,0,18.6028456748279,19.5902524475525,0.00307550450746604,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925003.01852,700.448518518519,735.136518518519,19.5872259259259,18.6006703703704,699.177592592593,19.3742888888889,500.168407407407,90.2794296296296,0.0998655518518518,26.8435111111111,27.9646037037037,999.9,0,0,10007.2222222222,0,1126.47666666667,-34.687962962963,714.442666666667,749.069777777778,0.986560851851852,735.136518518519,18.6006703703704,1.7683237037037,1.67925814814815,15.509562962963,14.706,2000.00333333333,0.979999111111111,0.0200010185185185,0,2.51217777777778,0,5975.43259259259,16705.4296296296,43.937,46.1663333333333,45.1456666666667,43.6156666666667,43.375,1960.00296296296,40.0003703703704,0,1686925010.2,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-34.6128829268293,-2.49565087108011,0.594301727958828,0,0.985558073170732,0.0141351428571427,0.00380715339783493,1,1,2,"1/2",2.86932,2.70987,0.134897,0.139052,0.0888773,0.0857571,24172.5,21130,24997.5,23895.7,38859.6,36145.4,45170.3,42604.9,1.8086,1.8942,0.118911,0,26.0439,999.9,64.577,26.173,24.3831,53.5472,45.7171,1,-0.102724,0.0356209,20.2423,5.22927,11.986,4.956,3.3036,9999,9999,999.9,9999,1.86826,1.86383,1.87161,1.86218,1.86172,1.86829,1.85837,1.86484,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.279,0.2132,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,23.7,23.5,1.6748,2.33154,1.44775,2.31079,1.44409,2.39624,31.0636,15.2878,18,431.347,469.677,24.8801,26.1935,30.0003,26.0308,26.0116,33.6757,41.4132,28.3247,24.8892,776.203,18.5905,95.6165,100.185
144,NA,1686925015.5,2510.5,2023-06-16 09:16:55,09:16:55,5,"lubb_27_npk_prgl2_06","gibson",1686925007.73214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.515374059331,754.741812121212,3.35535101739637,69.0622988973366,0,18.5987310321685,19.5889384615385,-0.0007613897851051,125.691991165845,3,1,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925007.73214,716.039785714286,750.716571428571,19.589475,18.6007321428571,714.763714285714,19.37645,500.169857142857,90.2799535714286,0.0998848928571428,26.8502714285714,27.9737607142857,999.9,0,0,10010.7142857143,0,1126.48321428571,-34.6767142857143,730.347071428571,764.945071428571,0.988739392857143,750.716571428571,18.6007321428571,1.7685375,1.67927357142857,15.5114428571429,14.70615,1999.99857142857,0.979998928571429,0.0200012071428571,0,2.53571071428571,0,5966.97535714286,16705.3892857143,43.937,46.1781428571428,45.1582142857143,43.616,43.375,1959.99821428571,40.0003571428571,0,1686925015.6,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-34.6298658536585,0.921612543553941,0.499372768341303,0,0.987184926829268,0.0314472125435541,0.00484027164320474,1,1,2,"1/2",2.87249,2.71011,0.136913,0.141109,0.0888501,0.0857545,24116.3,21079.3,24997.7,23895.4,38860.3,36144.9,45169.6,42604.2,1.8082,1.8942,0.119656,0,26.0351,999.9,64.577,26.163,24.3686,54.0072,45.0681,1,-0.102724,0.0797821,20.2432,5.23406,11.986,4.9568,3.304,9999,9999,999.9,9999,1.86823,1.86383,1.87158,1.86221,1.86172,1.86829,1.85837,1.86484,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.284,0.213,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,23.8,23.6,1.70532,2.32056,1.44775,2.31079,1.44409,2.39502,31.0636,15.2966,18,431.137,469.677,24.8991,26.1956,30.0003,26.033,26.0116,34.2176,41.4132,28.3247,24.9003,789.605,18.5905,95.6158,100.183
145,NA,1686925020.5,2515.5,2023-06-16 09:17:00,09:17:00,5,"lubb_27_npk_prgl2_06","gibson",1686925013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.283776387745,771.22133939394,3.29770504802587,69.0622988973366,0,18.6017059133625,19.5853839160839,0.00027560121464939,125.691991165845,2,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925013,733.388555555556,767.94762962963,19.5897222222222,18.6006851851852,732.106592592593,19.3766851851852,500.181259259259,90.2801259259259,0.10007947037037,26.8507814814815,27.9706851851852,999.9,0,0,10002.2222222222,0,1126.49074074074,-34.559037037037,748.042555555556,782.502740740741,0.989034296296296,767.94762962963,18.6006851851852,1.76856296296296,1.67927222222222,15.5116592592593,14.7061444444444,1999.99,0.979998444444445,0.0200017074074074,0,2.54644074074074,0,5957.00851851852,16705.3074074074,43.937,46.1824074074074,45.1686296296296,43.611,43.375,1959.98925925926,40.0007407407407,0,1686925020.4,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-34.5602414634146,0.287565156794421,0.476971025338534,0,0.988593658536586,0.0080748710801386,0.00376283056150849,1,1,2,"1/2",2.87081,2.70996,0.138952,0.143094,0.0888529,0.0857691,24059.5,21030.5,24997.8,23895.4,38860.3,36144.8,45169.7,42604.6,1.8094,1.8936,0.116676,0,26.0262,999.9,64.577,26.173,24.3837,54.3472,45.8093,1,-0.1025,-0.00196078,20.2423,5.23047,11.986,4.956,3.304,9999,9999,999.9,9999,1.86829,1.86386,1.87155,1.86218,1.86172,1.86823,1.85837,1.86487,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.29,0.2129,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,23.9,23.7,1.7334,2.35718,1.44775,2.31079,1.44409,2.26318,31.0636,15.2791,18,431.832,469.317,24.9071,26.1979,30.0003,26.0351,26.0138,34.8293,41.4132,28.3247,24.9282,809.692,18.5905,95.6162,100.184
146,NA,1686925025.5,2520.5,2023-06-16 09:17:05,09:17:05,5,"lubb_27_npk_prgl2_06","gibson",1686925017.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814.559028983899,788.098212121212,3.37218819785616,69.0622988973366,0,18.6028918938253,19.5874622377622,-8.26482887294938e-05,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925017.71429,748.757892857143,783.472178571428,19.5875107142857,18.6005678571429,747.470821428571,19.3745607142857,500.181928571429,90.2801,0.100127635714286,26.8494214285714,27.9687571428571,999.9,0,0,9993.39285714286,0,1126.96607142857,-34.71425,763.717321428571,798.321535714286,0.986937392857143,783.472178571428,18.6005678571429,1.7683625,1.67926035714286,15.5098928571429,14.7060392857143,2000.00142857143,0.979998071428572,0.0200020928571429,0,2.49061071428571,0,5955.73214285714,16705.4035714286,43.9237142857143,46.1847857142857,45.1626428571428,43.5935,43.375,1959.99964285714,40.0017857142857,0,1686925025.2,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-34.7183097560976,-0.78755331010451,0.446861599027379,0,0.987825414634146,-0.0189374634146369,0.0044052655520611,1,1,2,"1/2",2.87,2.71018,0.14092,0.145098,0.0888619,0.0857695,24004,20981.5,24997.2,23895.5,38859.5,36145.1,45169.2,42604.9,1.8092,1.8936,0.118464,0,26.0175,999.9,64.577,26.173,24.3831,54.0872,45.613,1,-0.102195,-0.0382789,20.2431,5.23406,11.986,4.9568,3.304,9999,9999,999.9,9999,1.86826,1.86386,1.87158,1.86218,1.86172,1.86829,1.85837,1.86487,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.296,0.2131,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,23.9,23.8,1.7627,2.323,1.44775,2.30957,1.44409,2.40723,31.0636,15.2878,18,431.719,469.336,24.9338,26.1979,30.0002,26.0351,26.0159,35.3786,41.4132,28.3247,24.9553,823.216,18.5905,95.6147,100.185
147,NA,1686925030.5,2525.5,2023-06-16 09:17:10,09:17:10,5,"lubb_27_npk_prgl2_06","gibson",1686925023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.262202845894,804.938557575757,3.39924795761892,69.0622988973366,0,18.6058878635498,19.594865034965,0.00550163412566063,125.691991165845,2,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925023,766.073518518518,801.050111111111,19.5895148148148,18.6037740740741,764.780666666667,19.3764740740741,500.139185185185,90.2797629629629,0.100137585185185,26.8503,27.962137037037,999.9,0,0,9994.62962962963,0,1127.85814814815,-34.9765444444444,781.380444444444,816.235259259259,0.985736185185185,801.050111111111,18.6037740740741,1.7685362962963,1.6795437037037,15.5114259259259,14.7086518518518,2000.02518518518,0.979998222222222,0.020001937037037,0,2.46696296296296,0,5964.1062962963,16705.6074074074,43.9186296296296,46.1847037037037,45.1571481481481,43.583,43.375,1960.02333333333,40.0018518518519,0,1686925030.6,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-34.7360926829268,-3.35742020905932,0.453298422347307,0,0.987524756097561,-0.0152781114982564,0.0045040938114634,1,1,2,"1/2",2.87333,2.71,0.142955,0.147093,0.0888485,0.0857816,23947.3,20932.7,24997.4,23895.7,38859.5,36144.3,45168.4,42604.5,1.8096,1.893,0.114888,0,26.0087,999.9,64.553,26.173,24.3769,54.2172,45.0962,1,-0.102622,-0.0637909,20.2421,5.23047,11.986,4.9556,3.3036,9999,9999,999.9,9999,1.86826,1.86386,1.87158,1.86218,1.86172,1.86826,1.85837,1.86484,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.301,0.213,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,24,23.9,1.79199,2.3291,1.44775,2.31079,1.44409,2.40479,31.0853,15.2878,18,431.961,468.976,24.9608,26.2,30.0002,26.0373,26.0181,35.9978,41.4132,28.3247,24.9802,843.589,18.5905,95.6139,100.184
148,NA,1686925035.5,2530.5,2023-06-16 09:17:15,09:17:15,5,"lubb_27_npk_prgl2_06","gibson",1686925027.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.172688018263,822.399703030303,3.52792495725002,69.0622988973366,0,18.6085774731974,19.5938461538462,0.00318778697726308,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925027.71429,781.688321428571,817.0625,19.5918321428571,18.6062964285714,780.39025,19.3787035714286,500.129428571429,90.2791607142857,0.100043664285714,26.855625,27.9599571428571,999.9,0,0,9995,0,1128.64214285714,-35.3742178571429,797.309107142857,832.553321428571,0.985532785714286,817.0625,18.6062964285714,1.76873321428571,1.67976035714286,15.5131714285714,14.71065,2000.02142857143,0.979998285714286,0.0200018714285714,0,2.46738928571429,0,5966.62035714286,16705.5857142857,43.9104285714286,46.1692857142857,45.1582142857143,43.56875,43.375,1960.02,40.0014285714286,0,1686925035.4,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-35.1122487804878,-4.35499233449486,0.551110244879105,0,0.986292975609756,-0.0061951567944255,0.00376868834326659,1,1,2,"1/2",2.86973,2.71009,0.144942,0.149094,0.0888707,0.0857851,23891.1,20883.3,24996.7,23895.3,38858.8,36144,45168.7,42604.2,1.809,1.8942,0.120848,0,25.9999,999.9,64.553,26.173,24.3766,53.6272,45.8894,1,-0.102398,-0.138845,20.2432,5.23406,11.986,4.9572,3.304,9999,9999,999.9,9999,1.86829,1.86386,1.87155,1.86218,1.86172,1.86826,1.85837,1.86481,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.307,0.2133,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,24.1,24,1.82251,2.35229,1.44897,2.31079,1.44409,2.27417,31.0636,15.2791,18,431.638,469.733,24.9879,26.2,30,26.0395,26.0181,36.5392,41.4132,27.9475,25.0179,857.045,18.5905,95.6132,100.183
149,NA,1686925040.5,2535.5,2023-06-16 09:17:20,09:17:20,5,"lubb_27_npk_prgl2_06","gibson",1686925033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866.160182810205,839.474406060606,3.44056048379948,69.0622988973366,0,18.6074184956041,19.5985447552448,0.00084244154852743,125.691991165845,2,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925033,799.389518518518,834.920037037037,19.5962148148148,18.6080555555556,798.085444444444,19.3829111111111,500.167148148148,90.2783888888889,0.100064981481481,26.8633888888889,27.9674074074074,999.9,0,0,9992.77777777778,0,1129.08777777778,-35.5305814814815,815.367555555556,850.750851851852,0.988165185185185,834.920037037037,18.6080555555556,1.76911481481481,1.67990481481482,15.5165296296296,14.7119814814815,1999.99888888889,0.979998222222222,0.020001937037037,0,2.49120740740741,0,5965.17851851852,16705.4,43.9025555555556,46.1548518518519,45.1663333333333,43.5666666666666,43.375,1959.99814814815,40.0007407407407,0,1686925040.8,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-35.4409024390244,-2.49341393728223,0.419831281145411,0,0.986708609756098,0.0223042160278772,0.00388593224447948,1,1,2,"1/2",2.87053,2.71027,0.146968,0.150998,0.0888734,0.0857896,23835.1,20836.9,24997.3,23895.8,38858.4,36144.8,45168.3,42605.3,1.8092,1.8934,0.122041,0,25.9933,999.9,64.553,26.173,24.3746,53.9072,45.4407,1,-0.102276,-0.0330065,20.2432,5.23406,11.986,4.9576,3.304,9999,9999,999.9,9999,1.86826,1.86386,1.87152,1.86218,1.86172,1.86829,1.85837,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.313,0.2133,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,24.2,24,1.84814,2.31812,1.44775,2.31079,1.44409,2.40479,31.0853,15.2878,18,431.751,469.247,25.0257,26.2023,30.0001,26.0395,26.0203,37.1432,41.4132,27.9475,25.0296,877.161,18.5905,95.6135,100.186
150,NA,1686925045.5,2540.5,2023-06-16 09:17:25,09:17:25,5,"lubb_27_npk_prgl2_06","gibson",1686925037.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883.609328907195,856.577909090909,3.45470618214385,69.0622988973366,0,18.6101016432631,19.602041958042,0.00045040866594378,125.691991165845,2,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925037.71429,815.22575,851.009285714286,19.5982678571429,18.6089642857143,813.91625,19.3848821428571,500.124142857143,90.2781678571428,0.0999996464285714,26.8675535714286,27.9638571428571,999.9,0,0,9992.32142857143,0,1129.64928571429,-35.7835285714286,831.522178571429,867.145892857143,0.989313035714286,851.009285714286,18.6089642857143,1.76929571428571,1.6799825,15.518125,14.7126928571429,2000.0075,0.979998285714286,0.0200018714285714,0,2.53314642857143,0,5962.65821428572,16705.4714285714,43.8882857142857,46.1493571428571,45.1692857142857,43.562,43.375,1960.00714285714,40.0003571428571,0,1686925045.6,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-35.5979536585366,-2.50367038327529,0.424539168291271,0,0.98815356097561,0.0201369407665516,0.00387760922727558,1,1,2,"1/2",2.87285,2.71059,0.148887,0.152924,0.0889147,0.0857942,23780.3,20789.1,24996.1,23895.1,38856.4,36143.8,45168,42604.4,1.8098,1.8938,0.12219,0,25.9824,999.9,64.553,26.183,24.3915,54.1872,45.2684,1,-0.102195,-0.0943137,20.2428,5.23406,11.986,4.9572,3.304,9999,9999,999.9,9999,1.86826,1.86386,1.87149,1.86218,1.86172,1.86826,1.85834,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.318,0.2138,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,24.3,24.1,1.87988,2.32788,1.44775,2.31079,1.44409,2.39258,31.0853,15.2878,18,432.107,469.5,25.0385,26.2023,30.0003,26.0417,26.0203,37.6839,41.4132,27.9475,25.0547,890.661,18.5903,95.6115,100.183
