"","id_full","leaf_thickness","sla","c_total","n_total","ssd_dimensional","plant_height","c_delta.13","n_delta.15","ldmc"
"223","arch_28_qumi_1_271",0.8,83.353057199211,1560.55,27.52,0.679926772304985,19,-31.01,2.04,0.402380952380952
"224","arch_11_qumi_4_368",0.5,69.2935064935065,1669.45,41.13,0.942724733722809,17,-30.16,1.44,0.489821882951654
"225","temple_28_scsc_1_7",0.59,135.889655172414,1797.22,41.59,0.133382147369,52,-11.91,0,0.402777777777778
"226","temple_1_poacea_2_122",0.18,196.815286624204,1741.39,75.83,0.290256872893033,63,-12.68,0.21,0.428181818181818
"227","sevi_22_spfl_2_570",0.24,146.771653543307,897.37,67.56,0.472710875563625,12,-15.07,2.67,0.313193588162762
"228","sevi_15_poja_3_639",0.33,140.097799511002,1004.8,106.09,0.55433226786154,17,-25.5,-1.64,0.207193515704154
"229","arch_1_qumi_1_199",0.3,90.8587650816182,1625.89,40.58,0.766345508859723,24,-31.69,0.61,0.454516129032258
"230","temple_18_scsc_1_7",0.49,158.0672823219,1652.21,56.57,0.228514153024092,54,-12.04,-0.84,0.631666666666667
"231","temple_21_miro_2_40",0.43,141.139240506329,976.9,95.79,0.377831199773912,32,-28.89,-0.71,0.79
"232","arch_21_dicha_1_265",0.3,110.126582278481,1713.02,36.4,0.523021678797788,21,-29.56,1.87,0.355855855855856
"233","temple_18_gate_2_34",0.11,192.5,577.76,14.24,0.510239856228719,41,-29.98,-0.62,0.28
"234","temple_18_miro_1_37",0.94,173.030303030303,904.79,95.79,0.197587659033544,39,-32.26,-0.86,0.66
"235","temple_21_miro_4_46",0.8,145.797705943691,1099.58,86.81,0.329387810843445,38,-30.6,-1.12,0.4795
"236","arch_1_ptpy_1_307",0.57,120.272606382979,1086.82,25.4,0.684175392080613,40,-30.62,-1.1,0.281647940074906
"237","temple_18_miro_4_46",0.11,232.598870056497,995.49,80.3,0.317493474392496,20,-31.89,-1.21,0.544615384615385
"238","lubb_37_satr_2_78",1.17,152.244897959184,785.46,96.82,0.375848476356965,15,-12.18,8.43,0.107103825136612
"239","temple_18_gate_1_31",0.15,231.666666666667,914.62,30.77,0.449202109544436,48,-30.91,0.82,0.6
"240","sevi_17_xasp_1_636",0.06,104.705882352941,997.68,68.45,0.610330862952862,16,-28.22,2.1,0.293103448275862
"241","sevi_15_poja_2_594",0.07,150.70987654321,829.01,89.29,0.416260991844986,18,-25.72,-3.08,0.228008444757213
"242","temple_1_pape_2_81",0.19,243.974358974359,655.72,26.69,0.251226813626159,48,-29.12,1.78,0.78
"243","sevi_35_poja_1_558",0.5,177.333333333333,970.67,86.12,0.521158520726886,23,-25.96,0.82,0.214438884917798
"244","lubb_8_satr_2_18",0.76,113.289473684211,767.34,94.38,0.224111223722474,17,-11.99,8.8,0.119685039370079
"245","temple_1_scsc_4_75",0.37,128.28418230563,1552.14,44.65,0.278347358347026,43,-12.27,1.15,0.621666666666667
"246","sevi_12_poja_1_513",0.15,170.393700787402,683.36,72.38,0.540935269121432,16,-26.16,1.71,0.211784324624792
"247","temple_18_miro_2_40",0.16,351.56862745098,618.31,67.09,0.287063224229961,55,-32.64,-1.03,0.51
"248","temple_18_scsc_2_10",0.63,1422.28088701162,1931.57,55.03,0.304393264104891,52,-12.29,-0.19,0.0498421052631579
"249","lubb_37_satr_1_102",0.5,153.04347826087,1047.26,108.29,0.44063094062472,22,-12.59,8.49,0.127777777777778
"250","temple_21_miro_1_37",0.39,165.918367346939,758.82,65.34,0.326530639971813,23,-29.22,-0.17,0.98
"251","sevi_6_xasp_2_606",0.92,74.2990654205608,1396.07,90.88,0.682867333663492,15,-27.99,0.59,0.314705882352941
"252","arch_1_ptpy_2_304",0.37,137.096774193548,1429.87,38.22,0.553315353882381,47,-30.08,-3.34,0.277235772357724
"253","temple_1_eude_1_39",0.42,239.021739130435,1618.82,82.74,0.140167723188922,38,-32.54,-0.05,0.92
"254","sevi_39_poja_1_537",0.2,139.665354330709,988.27,103.67,0.441670312597939,17,-26.57,0.76,0.240872451398767
"255","temple_18_coca_1_19",0.32,165.560606060606,1154.47,61.17,0.924803776896646,48,-29.24,0.78,0.388235294117647
"256","sevi_12_poja_2_645",0.26,162.185185185185,859.32,60.99,0.680262159348656,19,-26.04,0.77,0.178453403833443
"257","sevi_17_hodr_1_543",0.69,154.878892733564,1213.55,82.17,0.509679044922779,13,-26.57,-1.07,0.272641509433962
"258","temple_1_spco_1_30",0.42,90.2220923436587,1786.05,49.88,0.380916957843739,57,-11.92,0.67,0.5346875
"259","temple_1_poacea_1_119",0.21,181.443768996961,1132.5,55.52,0.669371967861819,57,-13.27,0.14,0.506153846153846
"260","temple_21_coca_2_22",0.32,158.150406504065,1297.59,77.78,0.822831799899647,65,-28.61,1.76,0.328
"261","lubb_29_bogr2_2_66",0.16,124.869888475836,1424.59,93.56,0.593128576971234,17,-13.39,1.38,0.346203346203346
"262","temple_18_miro_3_43",0.39,254.028776978417,1068.87,90.89,0.433255793631721,17,-31.55,-1.31,0.926666666666667
"263","arch_1_pase_1_196",0.63,279.690721649484,1057.42,23.75,0.300358317380952,12,-13.25,-1.96,0.218796992481203
"264","temple_8_coca_2_28",0.27,210.244565217391,1819.58,99.87,0.492793664460518,46,-31.09,3.52,0.334545454545455
"265","temple_1_scsc_2_15",0.87,129.530685920578,1819.58,45.77,0.260994534743874,63,-12.35,1.42,0.651764705882353
"266","temple_1_coca_1_72",0.4,162.942708333333,1976.46,119.56,0.313310691085051,45,-28.96,5.98,0.333913043478261
"267","sevi_22_boer_1_546",0.1,169.53125,1213.55,73.86,0.618104350861773,22,-15.57,1.25,0.342245989304813
"268","temple_28_coca_2_22",0.15,269.277108433735,1841.96,111.34,0.593989083432648,43,-30.87,1.09,0.415
"269","temple_8_pape_2_40",0.04,444.888888888889,739.68,53.94,0.213249555195369,32,-29.5,-0.12,0.45
"270","sevi_15_poja_1_528",0.37,229.203821656051,1605.69,170.09,1.48208332645876,16,-26.26,-0.22,0.195638629283489
"271","temple_11_coca_2_22",0.31,203.956043956044,1629.95,89.26,0.570110473693897,40,-29.97,1.4,0.413636363636364
"272","temple_1_pape_1_78",0.05,432.962962962963,NA,NA,0.421829793660244,32,NA,NA,0.27
"273","temple_11_coca_1_19",0.61,137.248858447489,1573.35,87.88,0.718089935401775,57,-28.66,0.18,0.380869565217391
"274","temple_1_trbr_2_51",0.47,185.864661654135,979.52,54.73,0.518844895865156,24,-30.45,0.08,0.57
"275","sevi_8_poja_1_497",0.14,44.3229166666667,839.83,80.6,0.480385523735718,11,-25.56,1.17,4.01673640167364
"276","sevi_8_poja_3_482",0.14,165.45,955.3,87.7,0.795837428235806,18,-26.75,1.07,0.242130750605327
"277","sevi_35_boer_1_552",0.15,149.473684210526,1064.58,56.15,0.679988264421582,16,-15.68,-0.59,0.404255319148936
"278","temple_18_coca_2_22",0.15,339.766081871345,1786.05,98.24,0.42788959028669,33,-31.85,1.28,0.4275
"279","lubb_28_bogr2_2_57",0.15,46.455223880597,1806.15,96.82,0.429724845911516,15,-13.98,2.44,0.423380726698262
"280","temple_8_coca_1_25",0.4,186.41592920354,1782.66,89.5,0.878508199389368,49,-29.72,3.36,0.376666666666667
"281","sevi_6_boer_1_470",0.13,190.444444444444,871.26,62.84,0.4104526203916,13,-16.59,-0.19,0.038961038961039
"282","temple_1_trbr_3_54",0.18,151.543859649123,1297.59,81.93,0.586015434293728,57,-30.41,0.65,2.85
"283","temple_28_toar_1_25",0.14,368.604651162791,1652.21,70.8,0.290513591664348,37,-32.59,-1.74,0.25748502994012
"284","sevi_39_boer_1_491",0.1,152.680412371134,28.94,4.05,0.779264314334602,23,-34.9,-14.32,0.507853403141361
"285","lubb_5_bogr2_2_12",0.13,43.3333333333333,1401.89,81.42,0.415073275974673,36,-13.56,2.68,0.427722772277228
"286","sevi_6_boer_1_615",0.09,138.350515463918,1593.93,102.06,0.81191931530331,29,-15.75,1.43,0.534435261707989
"287","lubb_8_bogr2_1_163",0.11,148.510638297872,1712.46,104.18,4.67170856290732,10,-13.73,3.52,0.410480349344978
"288","lubb_8_satr_1_222",0.73,108.146341463415,977.34,109.93,0.649166841152217,25,-12.11,7.25,0.120023419203747
"289","sevi_12_boer_1_500",0.11,176.875,1101.31,62.14,0.458118419517529,16,-15.58,3.02,0.35036496350365
"290","sevi_15_boer_2_600",0.13,236.428571428571,811.74,59.06,0.677594714480106,16,-16.65,1.98,0.293706293706294
"291","arch_1_dicha_1_193",0.17,201.05,1418.98,43.42,0.396060343296201,16,-30.14,2.12,0.3125
"292","sevi_17_boer_1_531",0.11,165.432098765432,1783.86,110.94,0.604162604378255,17,-15.37,0.3,0.424083769633508
"293","sevi_15_boer_1_516",0.11,205.090909090909,1350.1,83.75,1.06418996995606,21,-16.17,-1.2,0.357142857142857
"294","sevi_6_boer_2_612",0.07,244.210526315789,1168.49,66.86,0.512784955544054,20,-15.07,1.8,0.319327731092437
"295","lubb_27_bogr2_2_42",0.52,48.8068181818182,1724.13,102.54,0.480349882665681,28,-14.13,3.36,0.424096385542169
"296","sevi_8_boer_2_627",0.08,186.444444444444,1021.37,57.07,1.03087247915193,21,-16.01,0.53,0.494505494505494
"297","sevi_22_boer_2_561",0.09,178.679245283019,1736.04,86.12,1.03878237438556,29,-15.62,1.39,0.389705882352941
"298","sevi_12_boer_2_642",0.03,204.464285714286,950.92,48.36,0.879621459807781,22,-15.98,1.69,0.386206896551724
"299","arch_28_dicha_1_280",0.22,167.126865671642,1680.34,48.55,0.922934197877018,23,-29.62,1.08,0.32289156626506
"300","sevi_17_boer_2_624",0.07,177.647058823529,1831.9,126.45,0.92900496333446,19,-16.29,2.6,1.04615384615385
"301","arch_28_dicha_2_443",0.18,174.690721649485,1756.58,64.07,0.901165361680623,21,-28.89,0.3,0.277142857142857
"302","temple_28_coca_1_19",0.86,213.830845771144,1841.96,91.7,0.886885280055476,29,-30.95,1.08,0.365454545454545
"303","temple_1_galiu_1_110",0.68,382.142857142857,NA,NA,0.608290800788025,38,NA,NA,0.14
"304","arch_18_dicha_1_252",0.42,133.752860411899,703.48,30.27,0.997416638669675,45,-29.48,-2.45,0.280128205128205
"305","lubb_27_bogr2_1_135",0.06,192.285714285714,1665.9,110.76,0.41383576213704,17,-14.15,-2.21,0.316265060240964
"306","lubb_37_bogr2_1_105",0.39,143.220338983051,1677.52,134.88,0.652195158241115,14,-13.54,4.34,0.405498281786942
"307","temple_21_coca_1_19",0.48,150.457516339869,1255.45,68.44,1.38149971800074,30,-28.27,1.58,0.3825
"308","temple_1_trbr_1_48",1.03,137.757847533632,1707.92,108.88,1.038433928147,36,-30.57,3.24,2.23
"309","arch_8_dicha_1_232",0.52,238.987341772152,1462.54,92.82,0.902800638848261,28,-30.13,-0.09,0.222535211267606
"310","lubb_37_bogr2_2_81",0.14,171.666666666667,1747.51,134.04,0.463446477310067,9,-13.83,6.09,0.333333333333333
"311","arch_21_dicha_2_416",0.55,281.607142857143,986.63,56.93,0.899358327900135,22,-30.45,1.5,0.28
"312","arch_18_dicha_2_383",0.49,303.77358490566,1222.95,59.23,0.762755103750177,12,-30.22,1.64,0.203846153846154
"313","arch_11_dicha_2_356",0.13,193.04347826087,1222.95,51.24,1.15923938271735,25,-29.44,0.04,0.281632653061224
"314","arch_8_dicha_2_328",0.12,99.3639575971731,1124.94,37.51,1.00399498044489,26,-29.5,2.31,0.496491228070175
"315","lubb_5_bogr2_1_160",0.07,211.392405063291,600.51,40.4,0.537930650711432,28,-14.33,-2.45,0.303846153846154
"316","arch_18_dicha_4_458",0.05,267.628865979381,1451.65,92.82,0.737760373716609,12.5,-30.67,0.55,0.262162162162162
"317","lubb_27_prgl2_2_36",0.62,92.5641025641026,1334.05,108.29,3.99819410118341,14,-28.44,0.02,0.354545454545455
"318","lubb_8_bogr2_2_27",0.75,42.5471698113208,1747.51,100.9,0.893392360278112,8,-13.42,3.69,0.430894308943089
"319","arch_11_dicha_1_205",0.11,203.649635036496,1418.98,48.39,1.29354793416492,25,-29.22,-1.25,0.326190476190476
"320","arch_11_dicha_4_468",0.18,203.235294117647,1092.27,38.45,1.36770619227999,22,-29.68,0.3,0.261538461538462
"321","sevi_8_boer_1_485",0.11,183.888888888889,1641.07,89.29,1.84053731596959,17,-15.17,2.37,0.406779661016949
"322","temple_1_galiu_2_107",3.88,372.5,NA,NA,1.61083064801585,35,NA,NA,0.04
"323","arch_1_dicha_2_301",0.1,17.8611111111111,1124.94,31.37,1.43097137102033,20,-30.38,0.09,3.42857142857143
"324","temple_1_scsc_3_18",0.74,128.832866479925,1853.15,46.9,2.49955972643464,21,-12.62,0.79,0.51
